EMAILS,SITE STATUS
"['cas.admon@iberdrola.es', 'gestionmarca@iberdrola.com', 'investor.relations@iberdrola.es', 'medioambiente@iberdrola.es', 'jpmorgan.adr@wellsfargo.com', 'accionistas@iberdrola.com', 'comunicacioncorporativa@iberdrola.com', 'responsabilidad_social@iberdrola.com', 'juntasostenible@iberdrola.com']",200
['sap@anacnv.com'],200
['nr@context'],200
"['info@okg.uniper.energy', 'nr@context', 'besok@okg.uniper.energy']",200
"['inforinghals@vattenfall.com', 'nr@context']",200
[],200
[],200
[],403
[],200
"['pmu@direkcy.atom.gov.ua', 'q11q@LLW']",200
"['pmu@direkcy.atom.gov.ua', 'q11q@LLW']",200
"['pmu@direkcy.atom.gov.ua', 'q11q@LLW']",200
"['pmu@direkcy.atom.gov.ua', 'q11q@LLW']",200
[],200
[],200
['enquiry@handmarkengineering.co.uk'],200
['enquiry@handmarkengineering.co.uk'],200
"['connerm@msu.edu', 'Kathy.Axt@ed.gov', 'tathamt@csr.nih.gov', 'Legnini@ios.doi.gov', 'Marilyn_Legnini@ios.doi.gov', 'psherida@mail.nih.gov', 'OCIO_RIMG@ed.gov', 'bernard.stankus@bts.gov', 'vivan.reese@ed.gov', 'campbell.maria@epa.gov', 'parakkap@csr.nih.gov', 'dhinsad@csr.nih.gov', 'heather.campbell@ferc.gov', 'greenwelp@csr.nih.gov', 'jeritt@msu.edu', 'robinson.jeffrey@epa.gov', 'cotell@nrl.navy.mil', 'nelsonja@csr.nih.gov', 'public.referenceroom@ferc.gov', 'bausta@npt.nuwc.navy.mil', 'nesbitt@csr.nih.gov', 'robert_dach@fws.gov', 'dhindsad@csr.nih.gov', 'Sheila.Carey@ed.gov', 'ross.barbara@epa.gov', 'gm12w@nih.gov', 'melchioc@csr.nih.gov', 'gbansal@niaid.nih.gov', 'riccio.roberta@epa.gov', '9-ane-adcomment@faa.gov', 'combs.dave@epa.gov', 'efiling@ferc.gov', 'fungv@csr.nih.gov', 'dkw@nrc.gov', 'Alexandra--Mallus@ios.doi.gov', '9-ACE-7-Docket@faa.gov', 'TSCA-Hotline@epa.gov', 'atreyap@csr.nih.gov', 'karla.verbryckblock@ed.gov', 'mtennery@cns.gov', 'clay.moritz@bts.gov', 'sharmag@csr.nih.gov', 'golden.paul@epa.gov', 'brenda.parker@faa.dot.gov', 'gandhi.bipin@epa.gov', 'VisaRegs@state.gov', 'kathryn.conant@noaa.gov', 'dl14q@nia.nih.gov', 'bisson.paula@epa.gov', 'jlandreth@scana.com', 'fra@ed.gov', 'thomas.dewitt@ferc.gov', 'bevilacqua.lou@epa.gov', 'remondid@csr.nih.gov', 'vivian_reese@ed.gov', 'Karen_F._Lee@omb.eop.gov', 'sinnett@nih.gov', 'fdadockets@oc.fda.gov', 'shayiqr@csr.nih.gov', 'bradleye@csr.nih.gov', 'bryson.jamesm@epa.gov', 'rudd.roseanne@epa.gov', 'turpin.david@epa.gov', 'spruiell.stanley@epa.gov', 'wjt@cfsan.fda.gov', 'kschwartz@statejustice.org', 'DirectorPDD@rm.fcic.usda.gov', 'steven.naugle@ferc.gov', 'Khanm@csr.nih.gov', 'mullins.gary@epa.gov', 'hogan.thomas@epa.gov', 'lane.tyler@epa.gov', 'davidsoh@csr.nih.gov', 'opp-docket@epa.gov', 'conrath.andrea@epa.gov', 'jboley@fcc.gov', 'simpsod@mail.nih.gov', 'Alexandra_Mallus@ios.doi.gov', 'nayakr@csr.nih.gov', 'furlow.calvin@epa.gov', 'jeff.gardlin@faa.gov', 'mjanopaul@fs.fed.us', 'john.hannula@ferc.gov', 'tompkins.jim@epa.gov', 'david_m_diamond@ios.doi.gov', 'mblaskov@bis.doc.gov']",200
[],200
[],200
"['tvainfo@tva.gov', 'tvainfo@tva.com']",200
"['Integrity@progressenergy.com', 'info@progressenergy.com', 'careers@progressenergy.com', 'VendorInquiries@progressenergy.com']",200
[],200
[],200
"['jcougill@aphis.usda.gov', 'Walter__Prybyla@hud.gov', 'etuckermanty@reeusda.gov', 'nerppb@ed.gov', 'bloomqui@oasys.dt.navy.mil', 'Leenhouts@ed.gov', 'sappington.keith@epamail.epa.gov', 'mbailey@reeusda.gov', 'jcitrin@resolv.org', 'michael.miller@ferc.fed.us']",200
[],200
[],200
"['jfhuber@energy-northwest.com', 'info@energy-northwest.com', 'humanresources@energy-northwest.com', 'envirolab@energy-northwest.com', 'webmaster@energy-northwest.com', 'gasponholtz@energy-northwest.com', 'slschwartz@energy-northwest.com', 'jcdobken@energy-northwest.com', 'rarego@energy-northwest.com', 'ammarkham@energy-northwest.com', 'ajhill@energy-northwest.com', 'PublicRecordsRequest@energy-northwest.com', 'mjpaoli@energy-northwest.com', 'vlwatilo@energy-northwest.com', 'dmdale@energy-northwest.com', 'calibration@energy-northwest.com', 'rashaff@energy-northwest.com', 'liquiachon@energy-northwest.com', 'krshaub@energy-northwest.com', 'adsmith@energy-northwest.com']",200
[],200
"['webeditor@nppd.com', 'customerservice@nppd.com']",200
[],200
['about_privacy_policy_285496487_mobi@2x.jpg'],200
"['sales@researchmoz.us', 'nr@context']",200
"['info@alabamapowernews.com', 'customerservice@southerncompany.com']",200
"['ETADMIN_Account@dteenergy.com', 'name@email.com']",200
[],200
['HCSC@oppd.com'],200
[],200
"['Integrity@progressenergy.com', 'info@progressenergy.com', 'careers@progressenergy.com', 'VendorInquiries@progressenergy.com']",200
"['claimsdepartment@pseg.com', 'PSEG-BAandR@pseg.com']",200
[],200
[],200
"['markowsa@nia.nih.gov', 'rubinsteinal@csr.nih.gov', 'fcc504@fcc.gov', 'perrinp@csr.nih.gov', 'diramig@csr.nih.gov', 'micklinm@csr.nih.gov', 'NicholsRanchISRSEIS@nrc.gov', 'bart_prose@fws.gov', 'pdr.resource@nrc.gov', 'tonya.beres@gsa.gov', 'movsesyanv@csr.nih.gov', 'bkaiser@fs.fed.us', 'wiggsc@csr.nih.gov', 'Antoinette.Carter@ams.usda.gov', 'hurld.kathy@epa.gov', 'Steve.Branstetter@noaa.gov', 'Barbara.Kreisman@FCC.gov', 'wellerr@csr.nih.gov', 'jmahoney@usgs.gov', 'Don.Johnson@nrc.gov', 'kozelp@mail.nih.gov', 'Jay.Guerber@ams.usda.gov', 'johnsonj9@nia.nih.gov', 'ebrown@niaid.nih.gov', 'David.Weinberg@nih.gov', 'Kurt.Kimmel@ams.usda.gov', 'Francine.Pinto@hq.doe.gov', 'MooreRanchISRSEIS@nrc.gov', 'francis.cameron@nrc.gov', 'Carol.Gallagher@nrc.gov', 'Vanice.Perin@nrc.gov', 'Wendy_L._Liberante@omb.eop.gov', 'seed.jennifer@epa.gov', 'ff6p@nih.gov', 'Patricia.Petrella@ams.usda.gov', 'James.Schaeffer@nrc.gov', 'CMTEFedReg@AbilityOne.gov', 'chenp@csr.nih.gov', 'menzelro@csr.nih.gov', 'Steven.Sachs@ferc.gov', 'nothwehrs@mail.nih.gov', 'smontgomery@mmc.gov', 'casciano.gina@epa.gov', 'dHynek@doc.gov', 'Daniel.Gittleson@fda.hhs.gov', 'roebuckk@csr.nih.gov', 'ow-docket@epa.gov', 'Donald.Cool@nrc.gov', 'LucerneSolar@blm.gov', 'kevin.long@dhs.gov', 'KewauneeEIS.Resource@nrc.gov', 'APGR-USAECNEPA@conus.army.mil', 'LostCreekISRSEIS@nrc.gov', 'mvanderslice@who.eop.gov', 'Jesse.Hensley@ferc.gov', 'Yspringer@bis.doc.gov', 'ls38z@nih.gov', 'wojcikb@mail.nih.gov', 'Monica.Orendi@nrc.gov', 'karen.larsen@wdc.usda.gov', 'huangz@mail.nih.gov', 'tradeanalysis@fmc.gov', 'edpubs@inet.ed.gov', 'Susan.Loomis@ed.gov', 'binia@csr.nih.gov', 'nigidas@csr.nih.gov', 'Paula_K_Call@rl.gov', 'richard.chang@nrc.gov', 'rileyann@csr.nih.gov', 'FERCOnlineSupport@ferc.gov', 'sahaia@niddk.nih.gov', 'suzanne.russell@noaa.gov', 'nadis@csr.nih.gov', 'janise.zygmont@ams.usda.gov', 'Marcella.A.Granquist@uscg.mil', 'shonatr@csr.nih.gov', 'edwardss@csr.nih.gov', 'gm145a@nih.gov', 'pubcomment-ees.enrd@usdoj.gov', 'rule-comments@sec.gov', 'patsy.bearden@noaa.gov', 'mcraft@usccr.gov', 'hayesj@mail.nih.gov', 'washabac@mail.nih.gov', 'Pdr.Resource@nrc.gov', 'mtolbert@nsf.gov', 'Schoolleadershipmatters@ed.gov', 'qvos@niaid.nih.gov', 'ebohor@usccr.gov', 'smegal.deborah@epa.gov', 'AS_Waiver_Requests@ee.doe.gov', 'tkeaton@bpa.gov', 'doussarj@csr.nih.gov', 'ainsztea@csr.nih.gov', 'Barry.Broadbent@ams.usda.gov', 'williams.learia@epa.gov', 'anthony.deluca@ferc.gov', 'comments-pacificnorthwest-umatilla-wallawalla@fs.fed.us', 'tonia.fleetwood@usdoj.gov', 'docket.oeca@epa.gov', 'yeow.aaron@epa.gov', 'Jasmeet_K_Seehra@omb.eop.gov', 'Mitch.W.Stewart@usace.army.mil', 'Sherette.funncoleman@hhs.gov', 'Peter.Hood@noaa.gov', 'pritcha3@niehs.nih.gov', 'rita.foy.moss@ed.gov', 'Kenneth.Johnson@ams.usda.gov', 'linda.wilmot@fda.hhs.gov', 'barnasg@csr.nih.gov', 'bentkn@csr.nih.gov']",200
[],200
[],200
[],200
[],200
[],200
"['jbutley@aep.com', 'customerprivacy@AEP.com']",200
[],200
"['ebusiness.support@exeloncorp.com', 'supplier.diversity@exeloncorp.com', 'P-Invoices@exeloncorp.com', 'support@gep.com', 'person@exeloncorp.com', 'Exelon.AP.Inquiries@exeloncorp.com']",200
['hello@gethuman.com'],200
[],200
[],200
[],200
['contactwe@mail.we-energies.com'],200
[],200
"['feng.feng@duke.edu', 'journals.permissions@oup.com']",200
[],200
[],200
[],200
[],200
"['tvainfo@tva.gov', 'tvainfo@tva.com']",200
"['jbutley@aep.com', 'customerprivacy@AEP.com']",200
['businessaccounts@pplweb.com'],200
[],200
[],200
[],200
[],200
"['info@alabamapowernews.com', 'customerservice@southerncompany.com']",200
[],200
"['tvainfo@tva.gov', 'tvainfo@tva.com']",200
"['tvainfo@tva.gov', 'tvainfo@tva.com']",200
