Steven Bennett,"['https://www.healthgrades.com/providers/steven-bennett-xqkkh', 'https://www.healthcare6.com/physician/ann-arbor-mi/steven-i-bennett-342380.html', 'https://www.topnpi.com/mi1316930670/dr-steven-bennett', 'https://www.healthcare4ppl.com/physician/michigan/ann-arbor/steven-i-bennett-1316930670.html', 'http://eyedoctor.io/optometrist/steven-i-bennett-od-ann-arbor/', 'https://www.doctorhelps.com/doctor/steven-bennett-fhacfhaccfhehdhdefaeef/', 'http://businessfinder.mlive.com/1260074/Bennett-Steven-I-OD-Ann-Arbor-MI', 'http://www.mlive.com/business/ann-arbor/index.ssf/2009/06/my_business_optometrist_steven.html', 'https://www.ehealthscores.com/providers/izd-ltlcqtfczf/STEVEN-BENNETT.html', 'https://npidb.org/doctors/eye_and_vision/optometrist_152w00000x/1316930670.aspx']"
Steven I Bennett,"['https://www.healthgrades.com/providers/steven-bennett-xqkkh', 'https://www.healthcare6.com/physician/ann-arbor-mi/steven-i-bennett-342380.html', 'https://www.topnpi.com/mi1316930670/dr-steven-bennett', 'https://www.healthcare4ppl.com/physician/michigan/ann-arbor/steven-i-bennett-1316930670.html', 'http://eyedoctor.io/optometrist/steven-i-bennett-od-ann-arbor/', 'https://www.doctorhelps.com/doctor/steven-bennett-fhacfhaccfhehdhdefaeef/', 'http://www.mlive.com/business/ann-arbor/index.ssf/2009/06/my_business_optometrist_steven.html', 'http://businessfinder.mlive.com/1260074/Bennett-Steven-I-OD-Ann-Arbor-MI', 'https://www.ehealthscores.com/providers/izd-ltlcqtfczf/STEVEN-BENNETT.html', 'https://npidb.org/doctors/eye_and_vision/optometrist_152w00000x/1316930670.aspx']"
Victor M Elner,"['https://doctor.webmd.com/doctor/victor-elner-md-660c5feb-0c6a-40a4-a52a-2f2aedfc6b82-overview', 'https://doctor.webmd.com/doctor/victor-elner-md-660c5feb-0c6a-40a4-a52a-2f2aedfc6b82-appointments', 'https://www.yellowpages.com/ann-arbor-mi/mip/dr-victor-m-elner-md-phd-464127251', 'http://datagovus.com/physician.php?id=1699785238', 'http://www.physicianwiki.net/dr-victor-maurice-elner-ophthalmology/', 'https://www.researchgate.net/scientific-contributions/39276986_Victor_M_Elner']"
Donna M Wicker,"['https://www.topnpi.com/mi1073667820/dr-donna-wicker', 'http://www.lifescript.com/doctor-directory/optometrist/ann-arbor-michigan-mi-donna-m-wicker-od.aspx', 'http://www.umkelloggeye.org/profile/2479/donna-m-wicker-od', 'https://www.healthcare6.com/physician/ann-arbor-mi/donna-m-wicker-82068.html', 'http://npino.com/optometrist/1073667820-donna-m-wicker/', 'http://eyedoctor.io/optometrist/donna-m-wicker-od-ann-arbor/', 'http://www.uofmhealth.org/profile/2479/donna-m-wicker-od', 'http://www.medicarelist.com/optometrist/donna-m-wicker-od-ann-arbor-mi/', 'http://www.physicianwiki.org/dr-donna-m-wicker-optometry/', 'https://doctor.webmd.com/doctor/donna-wicker-md-770291ad-903b-412d-97e2-96583b9d275d-overview']"
Rose Quintana,"['https://www.pinterest.com/pin/159174168056387244/', 'http://www.science.gov/topicpages/g/geostationary+navigation+overlay.html', 'http://sydex.net/page26546']"
Steven P Lutz,"['https://www.topnpi.com/mi1831159268/dr-steven-lutz', 'http://www.lifescript.com/doctor-directory/optometrist/ann-arbor-michigan-mi-steven-p-lutz-od.aspx', 'https://www.doctorhelps.com/doctor/steven-lutz-fhacfhaccfheefhfcdfehdef/', 'http://eyedoctor.io/optometrist/dr-steven-p-lutz-od-ann-arbor/', 'https://www.healthcare6.com/physician/ann-arbor-mi/steven-p-lutz-897168.html', 'http://www.mymedpro.org/Optometrist/Steven-Od-Steven-Lutz/', 'http://www.drstevenlutz.com/index-slider.html', 'https://www.ratemds.com/doctor-ratings/2415443/Dr-STEVEN%2BP.-Lutz-Ann%2BArbor-MI.html', 'http://www.finduslocal.com/optometrists-od/michigan/ann-arbor/steven-p-lutz', 'https://www.yelp.com/biz/steven-lutz-and-associates-ann-arbor-4']"
Nicole Speck,"['https://doctor.webmd.com/doctor/nicole-hadeed-md-29f2a844-dec5-11e7-9f4c-005056a225bf-overview', 'http://sydex.net/page180358', 'http://sydex.net/page89498']"
Joyce T Takahashi,"['https://www.healthcare6.com/physician/ann-arbor-mi/joyce-t-kovall-123484.html', 'https://amwell.com/cm/finder/doctor-detail/dr-joyce-kovall-od-ann-arbor-michigan-977742/', 'http://eyedoctor.io/optometrist/dr-joyce-t-kovall-od-ann-arbor/', 'http://www.medicarelist.com/optometrist/dr-joyce-t-kovall-od-ann-arbor-mi/', 'https://www.publicrecords.com/people-search-records/joyce-takahashi', 'https://www.ratemds.com/doctor-ratings/2336478/Dr-JOYCE%2BT.-KOVALL-Ann%2BArbor-MI.html', 'https://www.medicarelocations.com/mi/doctor/joyce-kovall-1114901360.html', 'http://www.zoominfo.com/p/Joyce-Takahashi/985218128', 'https://www.linkedin.com/in/joyce-takahashi-982aa928', 'https://www.zoominfo.com/p/Joyce-Takahashi/985218128']"
Lynn M Dimartino,"['https://www.topnpi.com/mi1609956978/dr-lynn-dimartino', 'https://www.healthcare6.com/physician/battle-creek-mi/lynn-m-dimartino-656165.html', 'https://www.doctorhelps.com/doctor/lynn-dimartino-cdedcdedefhfcfghafghadfe/', 'https://amwell.com/cm/finder/doctor-detail/dr-lynn-dimartino-od-battle-creek-michigan-2372644/', 'https://www.ehealthscores.com/providers/izd-lcfqqxcqzw/LYNN-DIMARTINO.html', 'http://www.medicarelist.com/optometrist/dr-lynn-marie-dimartino-od-battle-creek-mi/', 'https://www.ratemds.com/doctor-ratings/2738396/Dr-LYNN%2BM.-DIMARTINO-Battle%2BCreek-MI.html', 'http://businessfinder.mlive.com/lynn-dimartino-od-battle-creek-mi.html', 'http://www.zoominfo.com/p/Lynn-DiMartino/968434746', 'https://www.zoominfo.com/p/Lynn-DiMartino/968434746']"
George Moody,"['http://www.mymedpro.org/Optometrist/George-Moody-Rays-Optical-Service/', 'http://futureinvestorsclub.com/collegians.cfm', 'http://www.dentistbios.com/dentist/dr-george-h-fann-dmd-pa-west-columbia-sc-1013256627/about', 'https://doctor.webmd.com/doctor/uche-george-nwogu-md-a951a38d-bd11-4cfe-a227-0c510aa1b54d-appointments', 'https://doctor.webmd.com/doctor/george-zacur-md-36a17858-43f0-4d56-b2f9-fd1e9c282a8e-overview', 'https://doctor.webmd.com/doctor/uche-george-nwogu-md-a951a38d-bd11-4cfe-a227-0c510aa1b54d-overview', 'https://www.yellowpagesgoesgreen.org/St-d-+George-UT/Health+Services', 'https://illinois.uloop.com/news/view.php/257573/A-Guide-to-Studying-Abroad-in-England-Beyond-London', 'https://www.doctorhelps.com/doctors/clinical-psychology/utah/saint-george/', 'https://leadferret.com/directory/person/laurie-george/23106134']"
Gena Burt,['http://www.peekyou.com/gena_berkshire']
Michelle T Valella,"['https://www.topnpi.com/mi1326006784/dr-michelle-valella', 'https://www.doctorhelps.com/doctor/michelle-valella-fhacaedfeaefhacaecfheae/', 'https://www.healthcare6.com/physician/battle-creek-mi/michelle-t-valella-346378.html', 'http://www.lifescript.com/doctor-directory/optometrist/battle-creek-michigan-mi-michelle-t-valella-od.aspx', 'http://eyedoctor.io/optometrist/michelle-t-valella-od-battle-creek/', 'http://www.medicarelist.com/optometrist/michelle-t-valella-od-battle-creek-mi/', 'http://www.mytime.com/deals/MI/Battle-Creek/Medical-&-Dental/Eye-Exam/Dr-Michelle-T-Valella/mt-AOcwwHzFknVEN_ZXg-JfwQ', 'https://www.ratemds.com/doctor-ratings/2445733/Dr-MICHELLE%2BT.-VALELLA-Battle%2BCreek-MI.html', 'http://www.canyouseeclearly.com/', 'http://www.canyouseeclearly.com/index.cfm?content.display&pageID=124']"
Michael Brewer,"['https://www.topnpi.com/mi1629081708/dr-micahel-brewer', 'https://doctor.webmd.com/doctor/michael-brewer-md-b798b83c-0b4f-43b0-ba2a-7ea87428fbde-overview', 'http://www.lifescript.com/doctor-directory/optometrist/bay-city-michigan-mi-michael-j-brewer-od.aspx', 'https://www.healthgrades.com/providers/michael-brewer-2wlr2', 'https://www.doctorhelps.com/doctor/michael-brewer-fhacaehfcaeaefghafhacdfe/', 'https://www.healthcare6.com/physician/bay-city-mi/micahel-j-brewer-672779.html', 'http://businessfinder.mlive.com/michael-j-brewer-od-bay-city-mi.html', 'https://www.ehealthscores.com/providers/izd-lcsqfwlzfw/MICHAEL-BREWER.html', 'https://local.yahoo.com/info-200252231-brewer-michael-j-odbay-eye-care-center-midland', 'https://doctor.webmd.com/doctor/michael-brewer-md-b798b83c-0b4f-43b0-ba2a-7ea87428fbde-insurance']"
David W Burk,"['https://doctor.webmd.com/doctor/david-burk-md-7c34d7fd-379c-4ef5-af47-087ee28323ac-overview', 'http://www.mytime.com/deals/MI/Bay-City/Medical-&-Dental/Eye-Exam/Burk-David-W-MD/mt-Hh8pdC5EuUkKKGPNh1dTiA', 'https://doctor.webmd.com/doctor/david-burke-md-2919de8d-738e-40d6-850f-402a1a59b9f7-overview', 'https://local.yahoo.com/info-199472900-burk-david-drbay-eye-care-center-bay-city', 'http://www.zoominfo.com/p/David-Burk/574201521', 'https://leadferret.com/directory/person/david-ellis/500121893', 'https://leadferret.com/directory/person/david-johnson/20013579', 'http://www.davidwchambers.com/curriculum-vitae/', 'https://topics.revolvy.com/topic/David%20Berkeley&item_type=topic', 'https://www.pinterest.com/pin/207236020326511526/']"
Janel Norfleet,"['https://www.topnpi.com/mi1699759126/dr-janel-norfleet', 'https://www.healthcare6.com/physician/standish-mi/janel-norfleet-1766905.html', 'http://www.lifescript.com/doctor-directory/optometrist/bay-city-michigan-mi-janel-c-norfleet-od.aspx', 'https://www.healthgrades.com/providers/janel-norfleet-2kpqt', 'https://www.healthcare6.com/physician/bay-city-mi/janel-c-norfleet-748381.html', 'http://eyedoctor.io/optometrist/dr-janel-c-norfleet-od-bay-city/', 'https://www.doctorhelps.com/doctor/janel-norfleet-efcdedcdedcdedhdaehd/', 'https://www.ehealthscores.com/providers/izd-lcqqzxqlsc/JANEL-NORFLEET.html', 'http://www.medicarelist.com/optometrist/dr-janel-c-norfleet-od-bay-city-mi/', 'https://amwell.com/cm/finder/doctor-detail/dr-janel-norfleet-od-bay-city-michigan-2616232/']"
Joanne Manning,"['http://www.worldservicesgroup.com/profile/attorney/joanne-r-lax/4902', 'https://leadferret.com/directory/person/joanne-smith/22066647', 'http://sydex.net/page359925', 'http://www.science.gov/topicpages/p/practice+professional+development.html', 'http://sydex.net/page204107']"
Barry Lesnick,"['https://www.healthgrades.com/providers/barry-lesnick-xgpf3', 'https://www.healthgrades.com/providers/barry-lesnick-xgpf3?leave-review', 'https://www.healthcare6.com/physician/belleville-mi/barry-lesnick-1820828.html', 'https://www.topnpi.com/mi1316979016/dr-barry-lesnick', 'https://www.healthcare6.com/physician/southgate-mi/barry-k-lesnick-344943.html', 'https://www.yelp.com/biz/barry-k-lesnick-od-belleville', 'https://www.bellevillevisioncenter.com/team/barry-k-lesnick-o-d/', 'https://www.topnpi.com/mi1316979016/dr-barry-lesnick/mi-1', 'http://www.lifescript.com/doctor-directory/optometrist/belleville-michigan-mi-barry-kenneth-lesnick-od.aspx', 'http://npino.com/optometrist/1316979016-dr.-barry-kenneth-lesnick/']"
Joel Pelavin,"['https://www.healthcare6.com/physician/shelby-township-mi/joel-pelavin-2735505.html', 'https://www.eyeglasses.com/eye-doctors/michigan/saint-clair-shore/joel-l-pelavin-md/', 'http://businessfinder.mlive.com/pelavin-joel-md-joel-pelavin-pc-saint-clair-shores-mi.html', 'http://doctors.healthgrove.com/l/386927/Joel-Pelavin-in-Saint-Clair-Shores-Michigan', 'https://www.eyeglasses.com/eye-doctors/michigan/roseville/joel-pelavin-md/', 'https://www.b2byellowpages.com/company-information/33955900-pelavin-joel-md-pc.html', 'http://listings.findthecompany.com/l/12309159/Joel-L-Pelavin-Md-Pc', 'http://waatp.com/people/joel-pelavin/47467529/', 'https://www.b2byellowpages.com/company-information/287736260-pelavin-joel-md-pc.html', 'https://www.firmoo.com/eyecare-directory/michigan/roseville/joel-pelavin-md--25456.html']"
Joseph D Czinder,"['https://www.healthcare6.com/physician/big-rapids-mi/joseph-d-czinder-542965.html', 'https://www.topnpi.com/mi1508815994/dr-joseph-czinder', 'https://www.medicarelocations.com/mi/doctor/joseph-czinder-1508815994.html', 'http://www.medicarelist.com/optometrist/joseph-czinder-od-big-rapids-mi/', 'http://www.local.com/business/details/big-rapids-mi/joseph-d-czinder-od-124013640/', 'http://www.getoptometrist.com/doctor/optometrist-152W00000X/joseph-czinder-1508815994/info', 'https://www.ehealthscores.com/providers/izd-lxfwwlxqqp/JOSEPH-CZINDER.html', 'https://amwell.com/cm/finder/doctor-detail/joseph-czinder-od-big-rapids-michigan-2078701/', 'https://www.firmoo.com/eyecare-directory/michigan/big-rapids/czinder-joseph-d-od--273191.html', 'https://www.firmoo.com/eyecare-directory/michigan/big-rapids/czinder-joseph-d-od--293417.html']"
Thomas F Klimek,"['https://www.topnpi.com/mi1508869272/dr-thomas-klimek', 'https://www.healthcare6.com/physician/big-rapids-mi/thomas-f-klimek-546100.html', 'https://www.doctorhelps.com/doctor/thomas-klimek-fhacfhacdfehdcdedfghacfheef/', 'https://local.yahoo.com/info-199631758-klimek-thomas-f-odoptometric-associatesbig-rpds-big-rapids', 'https://bizstanding.com/directory/MI/OP/123/', 'https://www.ratemds.com/doctor-ratings/2245556/Dr-THOMAS%2BF.-KLIMEK-Big%2BRapids-MI.html', 'https://www.medicarelocations.com/mi/doctor/thomas-klimek-1508869272.html', 'http://www.local.com/business/details/big-rapids-mi/thomas-f-klimek-od-107657020/', 'http://www.brfamilyeyecare.com/portfolio-view/thomas-f-klimek-od-2/', 'https://npidb.org/doctors/eye_and_vision/optometrist_152w00000x/1508869272.aspx']"
Anthony Michaels,"['http://listings.findthecompany.com/l/17521505/Anthony-Michaels', 'https://www.b2byellowpages.com/company-information/850543436-anthony-michaels-do.html', 'https://doctor.webmd.com/doctor/anthony-opipari-md-52dad906-ad2a-4a18-80ec-c023f30bf4df-overview', 'https://doctor.webmd.com/doctor/anthony-falvo-do-0f219865-3143-4e5b-bda1-d4e16561b82f-overview', 'http://www.chifranciscan.org/St-Anthony-Hospital/', 'https://www.peekyou.com/anthony_ladota', 'https://www.pinterest.com/pin/147141112803249930/', 'https://www.anthony-thomas.com/', 'https://www.pinterest.com/pin/474285404479525705/', 'https://leadferret.com/directory/person/anthony-young/6731733']"
Steve Habib,"['https://www.yellowpages.com/brighton-mi/zizka-steve-od', 'http://sydex.net/page445234', 'http://sydex.net/page203157']"
Joseph A Ales,"['http://www.lifescript.com/doctor-directory/optometrist/birmingham-michigan-mi-joseph-a-ales-od.aspx', 'https://www.healthgrades.com/providers/joseph-ales-yt485', 'http://www.mytime.com/deals/MI/Birmingham/Medical-&-Dental/Eye-Exam/Joseph-A.-Ales%2C-OD/mt-tqHDPdAU2W95Qqwyo6Pvdg', 'https://www.doctorhelps.com/doctor/joseph-ales-cdedhfcdfecdedhfcfghadfe/', 'https://amwell.com/cm/finder/doctor-detail/dr-joseph-ales-od-birmingham-michigan-3123744/', 'http://www.medicarelist.com/optometrist/dr-joseph-a-ales-od-birmingham-mi/', 'https://www.ehealthscores.com/providers/izd-lwzlcpwptc/JOSEPH-ALES.html', 'http://www.getoptometrist.com/doctor/optometrist-152W00000X/dr-joseph-a-ales-1871648436/info', 'https://www.linkedin.com/in/doctorjoe', 'https://www.usmedicaloffice.com/mi/joseph-a-ales.1871648436.html']"
Tamara Clark,"['http://listings.findthecompany.com/l/5812622/Tamara-L-Pelish-Md', 'http://www.suggestadoctor.com/doctor_1648_tamaraclark_medley.htm', 'http://www.suggestadoctor.com/doctor_108000_tamaralynn_pelish.htm', 'http://www.dentistbios.com/general-practice-dentistry/tamara-l-hiester-dds-seymour-in-1316162944/ratings-and-reviews', 'http://www.getoptometrist.com/doctor/optometrist-152W00000X/dr-tamara-j-brothers-1659368983/info', 'http://www.dentistbios.com/general-practice-dentistry/tamara-l-hiester-dds-seymour-in-1316162944/address-and-directions', 'https://www.peekyou.com/tamara_farmer', 'https://www.healthcare6.com/physician/friendship-wi/tamara-daniels-2083359.html', 'https://www.courtlistener.com/opinion/848826/tamara-taylor-v-gate-pharmaceuticals/', 'https://healthjoy.com/doctor/tamara-l-pelish/']"
William J Koppin,"['https://www.doctorhelps.com/doctor/william-koppin-fhacfhachdacdcdedfhachddfe/', 'http://www.mymedpro.org/Optometrist/William-Koppin-Shades-Optical/', 'http://www.mytime.com/deals/MI/Birmingham/Medical-&-Dental/Eye-Exam/Koppin-William-J/mt-6gwBlyQzYqeSujsm4Wbbbw', 'http://www.getoptometrist.com/doctor/optometrist-152W00000X/dr-william-j-koppin-1912194531/info', 'https://amwell.com/cm/finder/doctor-detail/dr-william-koppin-birmingham-michigan-3239302/', 'http://www.visiondirectory.com/eye-doctors/william-koppin-48067.html', 'http://www.visiondirectory.com/eye-doctors/william-koppin-48167.html', 'https://www.firmoo.com/eyecare-directory/michigan/birmingham/koppin-william-j--344271.html', 'https://www.yellowpages.com/canton-mi/william-burg']"
Reannan M Mcdonald,['https://ferris.edu/HTMLS/colleges/michopt/patient-care/directionstoeyecenter/East.htm']
Daniel Zuckerbrod,"['http://www.mytime.com/deals/MI/Bloomfield-Hills/Medical-&-Dental/Eye-Exam/Zuckerbrod-Daniel-MD/mt-D44oSrQ0mMnKU12jK1y-Fw', 'http://www.mytime.com/deals/MI/Bloomfield-Hills/Medical-&-Dental/Eye-Exam/Zuckerbrod-Daniel-S-MD/mt-opDr59e_Shb8eDz4szAngw', 'https://www.superpages.com/bp/detroit-mi/burman-zuckerbrod-daniel-s-zuckerbrod-md-L0122065144.htm', 'https://www.healthcare6.com/physician/bloomfield-hills-mi/daniel-zuckerbrod-32400.html', 'https://www.yellowpages.com/westland-mi/mip/zuckerbrod-daniel-md-479007369/services', 'https://doctor.webmd.com/doctor/daniel-zuckerbrod-md-a149e043-123d-4597-b2c5-929ef6d4ced0-overview', 'https://www.dexknows.com/business_profiles/burman_and_zuckerbrod___daniel_zuckerbrod_md-l901941462', 'http://www.insiderpages.com/doctors/burman--zuckerbrod-ophthalmology-associates-daniel-zuckerbrod-md-westland', 'https://doctor.webmd.com/doctor/daniel-zuckerbrod-md-a149e043-123d-4597-b2c5-929ef6d4ced0-appointments', 'https://www.yellowpages.com/westland-mi/mip/zuckerbrod-daniel-md-479007369']"
